frequency_hz,bias_v,vac_mag_v,dc_current_a,terminal_charge_C,dIdV_S,dQdV_F,dynamic_current_mag_a,ac_current_real_a,ac_current_imag_a,ac_current_mag_a,admittance_mag_s,phase_deg
19952623149.688828,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,8.412201188079952e-08,-2.9276311913989595e-08,8.412201188079952e-08,8.907084440016602e-08,8.907084440016601e-05,109.18902160684159
22387211385.683468,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,9.438644974326623e-08,-2.9276311913989595e-08,9.438644974326625e-08,9.882259020296591e-08,9.882259020296591e-05,107.23258056500664
25118864315.09582,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.059033384479893e-07,-2.9276311913989595e-08,1.0590333844798928e-07,1.0987547284865069e-07,0.0001098754728486507,105.45312561576166
28183829312.644493,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.1882550011083036e-07,-2.9276311913989595e-08,1.1882550011083035e-07,1.2237892758099391e-07,0.00012237892758099392,103.84090644872569
31622776601.683792,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.3332440396601184e-07,-2.9276311913989595e-08,1.3332440396601187e-07,1.3650091256902838e-07,0.00013650091256902836,102.38484830705328
35481338923.357605,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.4959244165867544e-07,-2.9276311913989595e-08,1.4959244165867544e-07,1.5243031535980443e-07,0.0001524303153598044,101.0732368640345
39810717055.34985,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.678454801651239e-07,-2.9276311913989595e-08,1.6784548016512394e-07,1.7037959869405204e-07,0.00017037959869405203,99.89423123530615
44668359215.09635,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.8832572621644278e-07,-2.9276311913989595e-08,1.8832572621644278e-07,1.9058772676706067e-07,0.00019058772676706066,98.83622962658282
50118723362.72715,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,2.113049402346674e-07,-2.9276311913989595e-08,2.1130494023466737e-07,2.1332341692102526e-07,0.00021332341692102525,97.88811569769855
56234132519.034904,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,2.370880424284706e-07,-2.9276311913989595e-08,2.3708804242847062e-07,2.3888876554130684e-07,0.00023888876554130687,97.03941259045469
63095734448.019424,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,2.660171588990714e-07,-2.9276311913989595e-08,2.660171588990713e-07,2.676233010558292e-07,0.0002676233010558292,96.28036811804269
70794578438.41402,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,2.984761614457363e-07,-2.9276311913989595e-08,2.9847616144573627e-07,2.9990852170397964e-07,0.00029990852170397965,95.60199038322673
79432823472.42822,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,3.348957613113276e-07,-2.9276311913989595e-08,3.348957613113276e-07,3.3617298134082534e-07,0.00033617298134082537,94.9960489473058
89125093813.3744,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,3.757592244588141e-07,-2.9276311913989595e-08,3.757592244588141e-07,3.768979931031401e-07,0.0003768979931031401,94.45505302641581
100000000000.0,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,4.2160878421698386e-07,-2.9276311913989595e-08,4.216087842169838e-07,4.226240283848144e-07,0.0004226240283848144,93.97221518686847
112201845430.19653,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,4.7305283638727096e-07,-2.9276311913989595e-08,4.7305283638727096e-07,4.739578973425038e-07,0.0004739578973425038,93.54140664003724
